YEAR,REGION,SPECIES_CD,abundance,var,n,nm,N,NM,protected_status
2002,FLA KEYS,SCA GUAC,683981.5045414967,23494319739.41424,356,669,16893,3823793.000748641,all
2002,FLA KEYS,SCA ISER,19779319.81711749,1975904333085.7466,356,669,16893,3823793.000748641,all
2002,FLA KEYS,SCA SPE.,293232.443052808,60398667325.67215,356,669,16893,3823793.000748641,all
2002,FLA KEYS,SCA TAEN,2397173.4716529786,176327591044.86105,356,669,16893,3823793.000748641,all
2002,FLA KEYS,SCA VETU,413864.4380565635,5717759262.129024,356,669,16893,3823793.000748641,all
2002,FLA KEYS,SPA ATOM,2840387.727909479,71411631441.80325,356,669,16893,3823793.000748641,all
2002,FLA KEYS,SPA AURO,14026420.17238796,708273174298.9517,356,669,16893,3823793.000748641,all
2002,FLA KEYS,SPA CHRY,2107847.923426376,179966231362.13718,356,669,16893,3823793.000748641,all
2002,FLA KEYS,SPA RADI,220281.47849861308,3588064456.6495085,356,669,16893,3823793.000748641,all
2002,FLA KEYS,SPA RUBR,988003.1519452138,63046055865.848045,356,669,16893,3823793.000748641,all
2002,FLA KEYS,SPA SPE.,6503.315828493447,43130669.66662035,356,669,16893,3823793.000748641,all
2002,FLA KEYS,SPA VIRI,5240482.506759153,161989052257.11063,356,669,16893,3823793.000748641,all
2003,FLA KEYS,CRY ROSE,430500.32859419874,21776975454.219753,237,434,16893,3823793.000748641,all
2003,FLA KEYS,NIC USTA,0,0,237,434,16893,3823793.000748641,all
2003,FLA KEYS,SCA COEL,578208.180431768,58714082002.83136,237,434,16893,3823793.000748641,all
2003,FLA KEYS,SCA COER,694072.6071643631,47602674783.96208,237,434,16893,3823793.000748641,all
2003,FLA KEYS,SCA GUAC,322555.84766165074,7163432842.530672,237,434,16893,3823793.000748641,all
2003,FLA KEYS,SCA ISER,30524372.91583045,4458716452470.841,237,434,16893,3823793.000748641,all
2003,FLA KEYS,SCA SPE.,341845.5262531376,105832385148.63667,237,434,16893,3823793.000748641,all
2003,FLA KEYS,SCA TAEN,1102804.8739158507,60974166253.66382,237,434,16893,3823793.000748641,all
2003,FLA KEYS,SCA VETU,200823.02188657995,1452576529.3331733,237,434,16893,3823793.000748641,all
2003,FLA KEYS,SPA ATOM,3777763.835575138,237811753116.7433,237,434,16893,3823793.000748641,all
2003,FLA KEYS,SPA AURO,14629654.328480534,719931933618.0732,237,434,16893,3823793.000748641,all
2003,FLA KEYS,SPA CHRY,1574228.701353183,76645241013.46422,237,434,16893,3823793.000748641,all
2003,FLA KEYS,SPA RADI,369469.6620047949,15019236112.729193,237,434,16893,3823793.000748641,all
2003,FLA KEYS,SPA RUBR,828753.456452691,21388342484.46169,237,434,16893,3823793.000748641,all
2003,FLA KEYS,SPA SPE.,0,0,237,434,16893,3823793.000748641,all
2003,FLA KEYS,SPA VIRI,5478305.903105014,310770047078.4639,237,434,16893,3823793.000748641,all
2004,FLA KEYS,CRY ROSE,936236.3444703761,127794331025.0767,127,244,16771,3796177.8497339403,all
2004,FLA KEYS,NIC USTA,15352.05213802504,84449191.93710783,127,244,16771,3796177.8497339403,all
2004,FLA KEYS,SCA COEL,319990.1947666691,9914408423.11226,127,244,16771,3796177.8497339403,all
2004,FLA KEYS,SCA COER,2082926.18199581,523267960054.289,127,244,16771,3796177.8497339403,all
2004,FLA KEYS,SCA GUAC,511117.83212620125,39651399393.82669,127,244,16771,3796177.8497339403,all
2004,FLA KEYS,SCA ISER,41319252.4074318,16977112090186.52,127,244,16771,3796177.8497339403,all
2004,FLA KEYS,SCA SPE.,0,0,127,244,16771,3796177.8497339403,all
2004,FLA KEYS,SCA TAEN,561383.1918872701,12553555995.33002,127,244,16771,3796177.8497339403,all
2004,FLA KEYS,SCA VETU,466771.0667970229,23653688600.537285,127,244,16771,3796177.8497339403,all
2004,FLA KEYS,SPA ATOM,4383823.81746047,365180572617.2102,127,244,16771,3796177.8497339403,all
2004,FLA KEYS,SPA AURO,14878991.974973768,1214285038255.4646,127,244,16771,3796177.8497339403,all
2004,FLA KEYS,SPA CHRY,1548891.6888441755,201418911904.72943,127,244,16771,3796177.8497339403,all
2004,FLA KEYS,SPA RADI,618374.6337396004,52388875846.999275,127,244,16771,3796177.8497339403,all
2004,FLA KEYS,SPA RUBR,1401579.064661772,157239743534.69794,127,244,16771,3796177.8497339403,all
2004,FLA KEYS,SPA SPE.,0,0,127,244,16771,3796177.8497339403,all
2004,FLA KEYS,SPA VIRI,6064994.510361192,348988347269.1809,127,244,16771,3796177.8497339403,all
2005,FLA KEYS,CRY ROSE,56416.73808090414,504113748.9719466,256,498,16893,3823793.000748641,all
2005,FLA KEYS,NIC USTA,11052.612749736116,122199834.80819085,256,498,16893,3823793.000748641,all
2005,FLA KEYS,SCA COEL,200577.90594108155,3214460178.4389033,256,498,16893,3823793.000748641,all
2005,FLA KEYS,SCA COER,753262.4746838139,63633774991.80373,256,498,16893,3823793.000748641,all
2005,FLA KEYS,SCA GUAC,388507.9438712956,10267462411.828125,256,498,16893,3823793.000748641,all
2005,FLA KEYS,SCA ISER,29181189.15456091,3766884819654.3926,256,498,16893,3823793.000748641,all
2005,FLA KEYS,SCA SPE.,2651.5718772897358,7025530.276679236,256,498,16893,3823793.000748641,all
2005,FLA KEYS,SCA TAEN,1350568.7031442153,89873949935.90686,256,498,16893,3823793.000748641,all
2005,FLA KEYS,SCA VETU,154675.50854537613,2431150392.4952173,256,498,16893,3823793.000748641,all
2005,FLA KEYS,SPA ATOM,4953770.839378212,760039633242.0024,256,498,16893,3823793.000748641,all
2005,FLA KEYS,SPA AURO,14970281.640619555,1054267539506.0182,256,498,16893,3823793.000748641,all
2005,FLA KEYS,SPA CHRY,1488256.0258629099,74887326626.68376,256,498,16893,3823793.000748641,all
2005,FLA KEYS,SPA RADI,199140.1285554086,4567917229.081707,256,498,16893,3823793.000748641,all
2005,FLA KEYS,SPA RUBR,1313658.3952770636,123113170658.25375,256,498,16893,3823793.000748641,all
2005,FLA KEYS,SPA SPE.,22105.22549947223,488799339.2327634,256,498,16893,3823793.000748641,all
2005,FLA KEYS,SPA VIRI,5893401.050428488,434392141542.46936,256,498,16893,3823793.000748641,all
2006,FLA KEYS,CRY ROSE,776474.648154243,36576263740.86839,328,593,16893,3823793.000748641,all
2006,FLA KEYS,NIC USTA,221032.5485545365,5678337933.324853,328,593,16893,3823793.000748641,all
2006,FLA KEYS,SCA COEL,128271.45358763843,1288269929.243507,328,593,16893,3823793.000748641,all
2006,FLA KEYS,SCA COER,671487.352086591,16158515120.245987,328,593,16893,3823793.000748641,all
2006,FLA KEYS,SCA GUAC,322003.68234554783,2818607168.555303,328,593,16893,3823793.000748641,all
2006,FLA KEYS,SCA ISER,22056948.503239587,2380390975793.609,328,593,16893,3823793.000748641,all
2006,FLA KEYS,SCA SPE.,23718.915710483772,313530688.42920697,328,593,16893,3823793.000748641,all
2006,FLA KEYS,SCA TAEN,3220836.9998150715,591472333116.9888,328,593,16893,3823793.000748641,all
2006,FLA KEYS,SCA VETU,117983.61291631307,636540824.7366172,328,593,16893,3823793.000748641,all
2006,FLA KEYS,SPA ATOM,4891847.950955396,323056623078.2069,328,593,16893,3823793.000748641,all
2006,FLA KEYS,SPA AURO,15682486.078224376,1064315259803.7693,328,593,16893,3823793.000748641,all
2006,FLA KEYS,SPA CHRY,891045.2359875796,29716315509.2403,328,593,16893,3823793.000748641,all
2006,FLA KEYS,SPA RADI,231421.26124728256,4693439146.290134,328,593,16893,3823793.000748641,all
2006,FLA KEYS,SPA RUBR,1370914.112008151,83652240931.18999,328,593,16893,3823793.000748641,all
2006,FLA KEYS,SPA SPE.,0,0,328,593,16893,3823793.000748641,all
2006,FLA KEYS,SPA VIRI,4877814.3763415525,179051323772.05115,328,593,16893,3823793.000748641,all
2007,FLA KEYS,CRY ROSE,777307.1144021171,14261530335.128593,317,614,16893,3823793.000748641,all
2007,FLA KEYS,NIC USTA,16561.540902253826,95334798.2275314,317,614,16893,3823793.000748641,all
2007,FLA KEYS,SCA COEL,840564.7360874715,35372475416.49117,317,614,16893,3823793.000748641,all
2007,FLA KEYS,SCA COER,922389.5564835053,29155312819.1111,317,614,16893,3823793.000748641,all
2007,FLA KEYS,SCA GUAC,705999.3670373971,19723531401.69198,317,614,16893,3823793.000748641,all
2007,FLA KEYS,SCA ISER,26141913.5994981,2603965434809.0825,317,614,16893,3823793.000748641,all
2007,FLA KEYS,SCA SPE.,0,0,317,614,16893,3823793.000748641,all
2007,FLA KEYS,SCA TAEN,1348634.1138028288,69041611097.86081,317,614,16893,3823793.000748641,all
2007,FLA KEYS,SCA VETU,246026.17272675582,1701122095.1275852,317,614,16893,3823793.000748641,all
2007,FLA KEYS,SPA ATOM,5250633.756009669,260518927877.02518,317,614,16893,3823793.000748641,all
2007,FLA KEYS,SPA AURO,17524697.971266042,523289020711.04614,317,614,16893,3823793.000748641,all
2007,FLA KEYS,SPA CHRY,1798814.6670693285,47218468828.98529,317,614,16893,3823793.000748641,all
2007,FLA KEYS,SPA RADI,474988.4958524878,16525396330.020954,317,614,16893,3823793.000748641,all
2007,FLA KEYS,SPA RUBR,1106488.4294098848,23870233375.510094,317,614,16893,3823793.000748641,all
2007,FLA KEYS,SPA SPE.,0,0,317,614,16893,3823793.000748641,all
2007,FLA KEYS,SPA VIRI,5316027.697913961,208829188751.75244,317,614,16893,3823793.000748641,all
2008,FLA KEYS,CRY ROSE,1308413.5160345074,27192611208.742504,376,735,16893,3823793.000748641,all
2008,FLA KEYS,NIC USTA,172332.11395719997,3658184696.5543814,376,735,16893,3823793.000748641,all
2008,FLA KEYS,SCA COEL,380936.28845376754,3589879223.2561126,376,735,16893,3823793.000748641,all
2008,FLA KEYS,SCA COER,1004893.931691573,48820478617.877815,376,735,16893,3823793.000748641,all
2008,FLA KEYS,SCA GUAC,467360.3209596441,5343273301.027313,376,735,16893,3823793.000748641,all
2008,FLA KEYS,SCA ISER,29180075.30972182,2120881708414.9243,376,735,16893,3823793.000748641,all
2008,FLA KEYS,SCA SPE.,367375.01611606183,79291355812.39386,376,735,16893,3823793.000748641,all
2008,FLA KEYS,SCA TAEN,2137126.5443169205,73397804854.62418,376,735,16893,3823793.000748641,all
2008,FLA KEYS,SCA VETU,530136.7352522067,6527021072.695661,376,735,16893,3823793.000748641,all
2008,FLA KEYS,SPA ATOM,3618791.727477254,92253518904.63373,376,735,16893,3823793.000748641,all
2008,FLA KEYS,SPA AURO,22101572.875072684,870779965594.0574,376,735,16893,3823793.000748641,all
2008,FLA KEYS,SPA CHRY,2330188.3862959547,107671768658.85765,376,735,16893,3823793.000748641,all
2008,FLA KEYS,SPA RADI,420883.0144859345,8509753999.761404,376,735,16893,3823793.000748641,all
2008,FLA KEYS,SPA RUBR,2381661.1696178415,82561101630.86267,376,735,16893,3823793.000748641,all
2008,FLA KEYS,SPA SPE.,18808.768674057697,135558518.28489906,376,735,16893,3823793.000748641,all
2008,FLA KEYS,SPA VIRI,5175985.982618689,104667239055.47385,376,735,16893,3823793.000748641,all
2009,FLA KEYS,CRY ROSE,878160.3779868976,19015015412.202606,516,1005,16893,3823793.000748641,all
2009,FLA KEYS,NIC USTA,245936.05227293144,4344301497.610804,516,1005,16893,3823793.000748641,all
2009,FLA KEYS,SCA COEL,345388.72935241676,2904283048.3715467,516,1005,16893,3823793.000748641,all
2009,FLA KEYS,SCA COER,695165.3086570422,8901288881.942894,516,1005,16893,3823793.000748641,all
2009,FLA KEYS,SCA GUAC,628631.63072857,8163954464.764004,516,1005,16893,3823793.000748641,all
2009,FLA KEYS,SCA ISER,43275250.23722801,5153767474679.162,516,1005,16893,3823793.000748641,all
2009,FLA KEYS,SCA SPE.,831.8498358936398,698029.0581540184,516,1005,16893,3823793.000748641,all
2009,FLA KEYS,SCA TAEN,2797623.9485754957,74485350190.43834,516,1005,16893,3823793.000748641,all
2009,FLA KEYS,SCA VETU,371774.9857361492,2729892009.3461075,516,1005,16893,3823793.000748641,all
2009,FLA KEYS,SPA ATOM,7453124.260049616,307427460028.78107,516,1005,16893,3823793.000748641,all
2009,FLA KEYS,SPA AURO,21444955.118156146,693476584026.1808,516,1005,16893,3823793.000748641,all
2009,FLA KEYS,SPA CHRY,2828990.449040448,109528109181.39978,516,1005,16893,3823793.000748641,all
2009,FLA KEYS,SPA RADI,1254051.923059308,28409817072.028088,516,1005,16893,3823793.000748641,all
2009,FLA KEYS,SPA RUBR,1502705.0252889332,40468830787.45421,516,1005,16893,3823793.000748641,all
2009,FLA KEYS,SPA SPE.,1120.4507993669433,669461.4558966958,516,1005,16893,3823793.000748641,all
2009,FLA KEYS,SPA VIRI,5514116.246416556,91685944430.20644,516,1005,16893,3823793.000748641,all
2010,FLA KEYS,CRY ROSE,857248.7790474216,54062024619.20952,379,740,16893,3823793.000748641,all
2010,FLA KEYS,NIC USTA,23893.901465042378,260317083.54608637,379,740,16893,3823793.000748641,all
2010,FLA KEYS,SCA COEL,275912.62455022044,5016557779.189835,379,740,16893,3823793.000748641,all
2010,FLA KEYS,SCA COER,532198.2050068954,14043670527.27005,379,740,16893,3823793.000748641,all
2010,FLA KEYS,SCA GUAC,450975.72307226196,14723352113.668459,379,740,16893,3823793.000748641,all
2010,FLA KEYS,SCA ISER,34410404.83767078,3499495638315.156,379,740,16893,3823793.000748641,all
2010,FLA KEYS,SCA SPE.,296849.4248526433,16326779471.766344,379,740,16893,3823793.000748641,all
2010,FLA KEYS,SCA TAEN,2076865.901195965,83129443410.29079,379,740,16893,3823793.000748641,all
2010,FLA KEYS,SCA VETU,148501.71505715113,852643768.9030014,379,740,16893,3823793.000748641,all
2010,FLA KEYS,SPA ATOM,3524418.961263559,93267459935.09967,379,740,16893,3823793.000748641,all
2010,FLA KEYS,SPA AURO,16607735.229796348,590002637931.5065,379,740,16893,3823793.000748641,all
2010,FLA KEYS,SPA CHRY,774003.99065169,14928920945.303205,379,740,16893,3823793.000748641,all
2010,FLA KEYS,SPA RADI,374525.0164235158,6487289685.602992,379,740,16893,3823793.000748641,all
2010,FLA KEYS,SPA RUBR,507097.79240359564,5827383455.792393,379,740,16893,3823793.000748641,all
2010,FLA KEYS,SPA SPE.,3147.4871810847776,9933390.239253834,379,740,16893,3823793.000748641,all
2010,FLA KEYS,SPA VIRI,3956781.7724685357,85778018500.88104,379,740,16893,3823793.000748641,all
2011,FLA KEYS,CRY ROSE,779566.766903339,32079972367.616096,402,789,16893,3823793.000748641,all
2011,FLA KEYS,NIC USTA,152505.42890159565,7635374524.986109,402,789,16893,3823793.000748641,all
2011,FLA KEYS,SCA COEL,1139872.9584833225,123260916730.40733,402,789,16893,3823793.000748641,all
2011,FLA KEYS,SCA COER,767501.9551087036,9818315487.161404,402,789,16893,3823793.000748641,all
2011,FLA KEYS,SCA GUAC,534069.1543722128,15238118410.682074,402,789,16893,3823793.000748641,all
2011,FLA KEYS,SCA ISER,41809109.72212944,5892001493789.431,402,789,16893,3823793.000748641,all
2011,FLA KEYS,SCA SPE.,34772.239333888974,1211169746.5514858,402,789,16893,3823793.000748641,all
2011,FLA KEYS,SCA TAEN,2849791.747310859,80889354061.55971,402,789,16893,3823793.000748641,all
2011,FLA KEYS,SCA VETU,225708.31624856073,2515149946.0670443,402,789,16893,3823793.000748641,all
2011,FLA KEYS,SPA ATOM,5995455.364494072,319363650782.04846,402,789,16893,3823793.000748641,all
2011,FLA KEYS,SPA AURO,22992536.496745862,811244222421.1437,402,789,16893,3823793.000748641,all
2011,FLA KEYS,SPA CHRY,1217847.8620604635,43263520220.03479,402,789,16893,3823793.000748641,all
2011,FLA KEYS,SPA RADI,995498.6063937894,21184471474.02654,402,789,16893,3823793.000748641,all
2011,FLA KEYS,SPA RUBR,764459.5739192202,9273776838.730465,402,789,16893,3823793.000748641,all
2011,FLA KEYS,SPA SPE.,0,0,402,789,16893,3823793.000748641,all
2011,FLA KEYS,SPA VIRI,5808955.196492846,115731144647.41211,402,789,16893,3823793.000748641,all
2012,FLA KEYS,CRY ROSE,495028.5339159985,6487404243.703805,416,803,16893,3823793.000748641,all
2012,FLA KEYS,NIC USTA,42971.09181806251,418479012.4531629,416,803,16893,3823793.000748641,all
2012,FLA KEYS,SCA COEL,416904.02563443466,6271611755.468339,416,803,16893,3823793.000748641,all
2012,FLA KEYS,SCA COER,857719.3463785503,17488825636.759785,416,803,16893,3823793.000748641,all
2012,FLA KEYS,SCA GUAC,753995.388686969,11357502778.674746,416,803,16893,3823793.000748641,all
2012,FLA KEYS,SCA ISER,34903803.640089214,3441606318694.7217,416,803,16893,3823793.000748641,all
2012,FLA KEYS,SCA SPE.,19957.940049832003,147884171.76430658,416,803,16893,3823793.000748641,all
2012,FLA KEYS,SCA TAEN,2387037.763715451,198850503674.4748,416,803,16893,3823793.000748641,all
2012,FLA KEYS,SCA VETU,301947.51377205626,2603668575.084572,416,803,16893,3823793.000748641,all
2012,FLA KEYS,SPA ATOM,3184076.0785287903,83170209383.54587,416,803,16893,3823793.000748641,all
2012,FLA KEYS,SPA AURO,21913739.635551732,754288397520.0459,416,803,16893,3823793.000748641,all
2012,FLA KEYS,SPA CHRY,2400937.3514673365,657613784771.1354,416,803,16893,3823793.000748641,all
2012,FLA KEYS,SPA RADI,514060.2967183629,7277236385.527398,416,803,16893,3823793.000748641,all
2012,FLA KEYS,SPA RUBR,1985288.0110015427,79394575377.94104,416,803,16893,3823793.000748641,all
2012,FLA KEYS,SPA SPE.,0,0,416,803,16893,3823793.000748641,all
2012,FLA KEYS,SPA VIRI,5741749.717505322,98849212912.5182,416,803,16893,3823793.000748641,all
2014,FLA KEYS,CRY ROSE,694918.7864912952,18854084055.91676,432,860,67562,3823227.1165065365,all
2014,FLA KEYS,NIC USTA,46909.27895615351,1067404018.40435,432,860,67562,3823227.1165065365,all
2014,FLA KEYS,SCA COEL,414798.90224223,11694554766.32677,432,860,67562,3823227.1165065365,all
2014,FLA KEYS,SCA COER,1858112.452309964,62049977032.94203,432,860,67562,3823227.1165065365,all
2014,FLA KEYS,SCA GUAC,801395.3816310831,15533157853.96645,432,860,67562,3823227.1165065365,all
2014,FLA KEYS,SCA ISER,39752330.99749245,7047895300430.3545,432,860,67562,3823227.1165065365,all
2014,FLA KEYS,SCA SPE.,567467.8029570373,29551644318.478016,432,860,67562,3823227.1165065365,all
2014,FLA KEYS,SCA TAEN,2143028.6229705606,119149574827.25638,432,860,67562,3823227.1165065365,all
2014,FLA KEYS,SCA VETU,245207.57845124215,2659693200.983579,432,860,67562,3823227.1165065365,all
2014,FLA KEYS,SPA ATOM,5809448.542572435,246612735136.9628,432,860,67562,3823227.1165065365,all
2014,FLA KEYS,SPA AURO,29723040.214129325,1556090064744.1995,432,860,67562,3823227.1165065365,all
2014,FLA KEYS,SPA CHRY,1298836.0763887896,20846336775.35305,432,860,67562,3823227.1165065365,all
2014,FLA KEYS,SPA RADI,587161.7356236319,12284973715.949589,432,860,67562,3823227.1165065365,all
2014,FLA KEYS,SPA RUBR,1445637.2050114735,30240200607.484142,432,860,67562,3823227.1165065365,all
2014,FLA KEYS,SPA SPE.,30477.61544807609,297953832.1643902,432,860,67562,3823227.1165065365,all
2014,FLA KEYS,SPA VIRI,9826521.298521977,457678477618.05945,432,860,67562,3823227.1165065365,all
2016,FLA KEYS,CRY ROSE,543967.4525641353,13014161964.856592,405,797,67562,3823227.1165065365,all
2016,FLA KEYS,NIC USTA,13249.398270781818,67517070.54241009,405,797,67562,3823227.1165065365,all
2016,FLA KEYS,SCA COEL,286455.11668399116,4691458656.553213,405,797,67562,3823227.1165065365,all
2016,FLA KEYS,SCA COER,1603291.017352725,78498718814.10254,405,797,67562,3823227.1165065365,all
2016,FLA KEYS,SCA GUAC,1066326.1397378794,101410463408.62978,405,797,67562,3823227.1165065365,all
2016,FLA KEYS,SCA ISER,38714889.92317442,2825304184937.8154,405,797,67562,3823227.1165065365,all
2016,FLA KEYS,SCA SPE.,68051.54255111013,1968553992.4322429,405,797,67562,3823227.1165065365,all
2016,FLA KEYS,SCA TAEN,4847360.257374707,241802485841.29733,405,797,67562,3823227.1165065365,all
2016,FLA KEYS,SCA VETU,169166.6044979507,805053759.8402863,405,797,67562,3823227.1165065365,all
2016,FLA KEYS,SPA ATOM,4009820.5745356097,134390599061.37305,405,797,67562,3823227.1165065365,all
2016,FLA KEYS,SPA AURO,24350905.88085835,802090608940.05,405,797,67562,3823227.1165065365,all
2016,FLA KEYS,SPA CHRY,1970600.9705201949,105446564246.28691,405,797,67562,3823227.1165065365,all
2016,FLA KEYS,SPA RADI,1028698.612931584,19864510280.12766,405,797,67562,3823227.1165065365,all
2016,FLA KEYS,SPA RUBR,1585880.4495715888,45675408743.71531,405,797,67562,3823227.1165065365,all
2016,FLA KEYS,SPA SPE.,12307.028528286548,83378340.79840365,405,797,67562,3823227.1165065365,all
2016,FLA KEYS,SPA VIRI,8489644.367646901,247069867734.47614,405,797,67562,3823227.1165065365,all
2018,FLA KEYS,CRY ROSE,914019.463031405,15187213277.193228,434,843,67562,3823227.1165065365,all
2018,FLA KEYS,NIC USTA,54435.87941694419,423454011.15711576,434,843,67562,3823227.1165065365,all
2018,FLA KEYS,SCA COEL,195582.06468793174,1205708122.2528784,434,843,67562,3823227.1165065365,all
2018,FLA KEYS,SCA COER,871738.3676005171,17282739446.152912,434,843,67562,3823227.1165065365,all
2018,FLA KEYS,SCA GUAC,502143.94615086005,3708986611.5757413,434,843,67562,3823227.1165065365,all
2018,FLA KEYS,SCA ISER,28192949.127760876,1687951083886.2913,434,843,67562,3823227.1165065365,all
2018,FLA KEYS,SCA SPE.,68735.53027945505,975321540.6674114,434,843,67562,3823227.1165065365,all
2018,FLA KEYS,SCA TAEN,2521686.391006262,76079611604.31256,434,843,67562,3823227.1165065365,all
2018,FLA KEYS,SCA VETU,214494.18210629228,2084995717.7681422,434,843,67562,3823227.1165065365,all
2018,FLA KEYS,SPA ATOM,3699463.851895459,87792864532.18372,434,843,67562,3823227.1165065365,all
2018,FLA KEYS,SPA AURO,14301576.665738989,418821478445.3094,434,843,67562,3823227.1165065365,all
2018,FLA KEYS,SPA CHRY,1661841.0561245722,26681229925.75008,434,843,67562,3823227.1165065365,all
2018,FLA KEYS,SPA RADI,1017937.0823023242,17818618844.55296,434,843,67562,3823227.1165065365,all
2018,FLA KEYS,SPA RUBR,1830438.5500067484,27723750630.777805,434,843,67562,3823227.1165065365,all
2018,FLA KEYS,SPA SPE.,1408.543918007589,1230001.536903783,434,843,67562,3823227.1165065365,all
2018,FLA KEYS,SPA VIRI,4813281.021780413,108619855990.61443,434,843,67562,3823227.1165065365,all
